"Web ID","Region","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"53794","US-Mexico Border","March 11, 2020","2020","Mar","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.331803200000, -112.524509300000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53843","Sub-Saharan Africa","March 10, 2020","2020","Mar","1","","1","","","1","","Vehicle Accident","Dirkou, Niger","IOM Niger","19.004818100000, 13.081790300000","","","Western Africa","4"
"52938","Mediterranean","March 10, 2020","2020","Mar","4","16","20","","","","","Presumed drowning","Off the coast of El Haouaria, Nabeul, Tunisia","Affar Italiani","36.433337091781, 10.743388161963","Central Mediterranean","https://bit.ly/2xlsUVy, https://archive.vn/yYtyu","Uncategorized","3"
"52924","US-Mexico Border","March 10, 2020","2020","Mar","1","","1","","1","","","Accident (fell down while climbing border wall)","El Paso, El paso County, Texas, USA","US Customs and Border Protection","31.761877800000, -106.485021700000","","https://bit.ly/33b78ji","Northern America","5"
"54596","US-Mexico Border","March 09, 2020","2020","Mar","1","","1","","1","","","Drowning","Colorado River near 9th street, Yuma, Yuma County, Arizona, USA","Yuma County Medical Examiner","32.698870000000, -114.728688000000","","","Northern America","5"
"53792","US-Mexico Border","March 09, 2020","2020","Mar","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.923968200000, -112.150236500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53851","Europe","March 09, 2020","2020","Mar","1","","1","","","1","1","Hit by train","On the railway tracks around Metz, France.","Calais Migrants Solidarity","49.119308900000, 6.175715600000","","https://archive.ph/nIlMs, https://archive.vn/wip/K2DEw","Western Europe","4"
"53791","US-Mexico Border","March 09, 2020","2020","Mar","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057701900000, -112.143021500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53764","US-Mexico Border","March 09, 2020","2020","Mar","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.955518400000, -112.100307300000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53790","US-Mexico Border","March 09, 2020","2020","Mar","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.923968200000, -112.150236500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53763","US-Mexico Border","March 09, 2020","2020","Mar","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.955518400000, -112.100307300000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53793","US-Mexico Border","March 08, 2020","2020","Mar","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.923968200000, -112.150236500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53770","US-Mexico Border","March 08, 2020","2020","Mar","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057701900000, -112.143021500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"52923","Europe","March 08, 2020","2020","Mar","1","","1","","","","","Presumed drowning","Evros/Meriç river, near Feres, Greece","Ekathimerini","40.904620957060, 26.255972451953","","https://archive.ph/pZZd2","Southern Europe","1"
"53704","Central America","March 08, 2020","2020","Mar","1","","1","1","","1","","Killed","Filo de Caballos, Guerrero, Mexico","Sur Acapulco","17.648055400000, -99.843888800000","","https://archive.ph/F8KFn","Central America","1"
"53769","US-Mexico Border","March 08, 2020","2020","Mar","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.923968200000, -112.150236500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53869","Central America","March 07, 2020","2020","Mar","1","","1","","","1","","Fell from train","Chihuahua, Chihuahua, Mexico","Noticias Locales","28.632995700000, -106.069100400000","","https://archive.ph/YU6E7","Central America","1"
"52922","US-Mexico Border","March 07, 2020","2020","Mar","1","","1","","","1","","Presumed drowning","Body recovered from the Río Bravo at Nuevo Laredo, Tamaulipas, Mexico","Noticias Reynosa","27.496971556610, -99.528372819946","","https://bit.ly/2VZlly3","Central America","1"
"52920","US-Mexico Border","March 04, 2020","2020","Mar","1","","1","","","","","Unknown (skeletal remains)","Ranch near Falfurrias, Brooks County, Texas, USA","US Border Patrol, ABC","27.226987200000, -98.144171400000","","https://archive.ph/ynhnf, http://bit.ly/38vN0t7","Northern America","5"
"52916","Middle East","March 04, 2020","2020","Mar","1","","1","","","1","","Shot"," Pazarkule/Kastanies border crossing point in Edirme, Turkey (Greece-Turkey border)","Amnesty International, Reuters, Sky News","41.653293317250, 26.490217925500","","https://archive.vn/28DF4, https://archive.ph/8Dqqg, https://bit.ly/2wLNRbW","Western Asia","4"
"54777","North Africa","March 03, 2020","2020","Mar","","26","26","","","","","Presume drowning","Left from Dakhla, Morocco with the Canary Islands as presumed destination, disappeared without a trace","Alarm Phone","25.817437948693, -16.791671993750","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/7xtNL","Uncategorized","4"
"52921","US-Mexico Border","March 02, 2020","2020","Mar","1","","1","","","1","","Presumed drowning","Body recoverd from the Río Bravo at Camargo, Tamaulipas, Mexico","La Tarde","26.365243061712, -98.815929094043","","https://bit.ly/38E7TT4","Central America","1"
"53722","Mediterranean","March 02, 2020","2020","Mar","3","","3","49","1","","2","Drowning","Off the coast of Sivrice Beach, Ayvacık/Çanakkale, Turkey","IOM Turkey, Turkey Coast Guard","39.485655900000, 26.336954600000","Eastern Mediterranean","https://archive.ph/aPbKR","Uncategorized","5"
"52919","US-Mexico Border","March 02, 2020","2020","Mar","2","2","4","","","2","","Presumed drowning","Two bodies recovered from the Río Bravo. One between Diaz Ordaz and Reynosa and one at Reynosa, Tamaulipas, Mexico.","La Verdad, La Tarde, US Border Patrol, KSAT","26.162714815612, -98.394712116602","","https://bit.ly/2wrhrUc, https://archive.ph/ynhnf, https://archive.ph/cOedZ, https://bit.ly/2ItEHDN","Central America","3"
"52907","Mediterranean","March 02, 2020","2020","Mar","1","","1","47","","1","1","Presumed drowning","Off the coast of Lesbos, Greece","Hellenic Coast Guard, Reuters, RT Arabic","39.271420260806, 26.392377099805","Eastern Mediterranean","http://www.hcg.gr/node/22624, https://bit.ly/39gROno, https://reut.rs/3cnKyby","Uncategorized","5"
"52915","Europe","March 02, 2020","2020","Mar","1","","1","","","1","","Shot","At the Greece-Turkey border close to Enez, Edirme, Turkey","Amnesty International, Forensic Architecture, Middle East Monitor","40.811285042098, 26.163666979431","","https://archive.vn/28DF4, https://archive.vn/ueAYk, https://archive.ph/n6bjE","Southern Europe","4"
"53690","Sub-Saharan Africa","March 01, 2020","2020","Mar","1","9","10","15","","","","Presumed drowning","Between Anjouan, Comoros and Mayotte, France","Le Marin","-12.532785188293, 44.747424369531","","https://archive.ph/v2bWI","Uncategorized","1"
"53698","Europe","February 29, 2020","2020","Feb","","1","1","7","1","","","Unknown","Evros/Meriç river, south of Edirne, Greece-Turkey border","Amnesty International","41.604045565332, 26.595317966782","","https://archive.vn/28DF4","Southern Europe","4"
"53761","US-Mexico Border","February 28, 2020","2020","Feb","1","","1","","","1","","Unknown (multiple blunt force injuries)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.896555000000, -111.137962900000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"52906","Europe","February 28, 2020","2020","Feb","3","","3","","","3","","Presumed suffocation","Bodies recovered at Volvi, Thessaloniki, Greece","Ethnos","40.665383100000, 23.525231900000","","https://bit.ly/2wahrYD","Southern Europe","1"
"52914","US-Mexico Border","February 28, 2020","2020","Feb","","3","3","","","","","Presumed drowning","Unspecified location around 1 mile off the shore of Del Mar, San Diego County, California, USA","US Customs and Border Protection","32.959489100000, -117.265314600000","","https://archive.ph/BXr3n","Northern America","5"
"52909","North Africa","February 27, 2020","2020","Feb","1","","1","34","","1","","Unknown","Unspecified location close to Matorral, Castillo del Romeral, Gran Canaria, Spain","El País, Diario Siglo XXI","27.800645499852, -15.438462005127","Western Africa / Atlantic route to the Canary Islands","https://bit.ly/397IL8v, https://bit.ly/2PvNitB","Uncategorized","3"
"53759","US-Mexico Border","February 26, 2020","2020","Feb","1","","1","","","","","Unknown","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.193718800000, -112.760184300000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54290","South America","February 26, 2020","2020","Feb","1","","1","","1","","","Shot","Pantanos de la Villa, Chorrillos 15067, Peru","AmericaTV","-12.217399300000, -76.985719200000","","https://archive.ph/tp5sf","South America","1"
"54350","Mediterranean","February 25, 2020","2020","Feb","","1","1","64","","","","Presumed drowning","Unspecified location off the coast of Libya - disembarked at Zuwara, Libya","IOM Libya","32.950736057413, 12.085780846094","Central Mediterranean","","Uncategorized","4"
"54642","Horn of Africa","February 25, 2020","2020","Feb","1","","1","","","1","","Shot (by police)","At the market in Bosaso, Somalia","IOM Somalia","11.275540700000, 49.187899400000","","","Eastern Africa","4"
"53757","US-Mexico Border","February 25, 2020","2020","Feb","1","","1","","","","","Unknown","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.002366000000, -112.706249700000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53755","US-Mexico Border","February 24, 2020","2020","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.331803200000, -112.524509300000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54210","US-Mexico Border","February 24, 2020","2020","Feb","1","","1","","","1","","Presumed drowning","Rio Bravo, Nuevo Laredo, Tamaulipas, Mexico","Radio Limón","27.496057934676, -99.525883729980","","https://archive.ph/25BhW","Central America","1"
"54641","Horn of Africa","February 24, 2020","2020","Feb","1","","1","4","","1","","Violence","Near Bosaso entry checkpoint, Somalia","IOM Somalia","11.275540700000, 49.187899400000","","","Eastern Africa","4"
"52905","US-Mexico Border","February 24, 2020","2020","Feb","1","","1","","","1","","Drowning","Rio Bravo, near El Cenizo, Texas ","Notiviza Tamaulipas, Milenio, and Hoy Tamaulipas","27.332155800000, -99.503713400000","Central America to US","https://bit.ly/2TgDzZ5, https://bit.ly/2PqwTpY, https://bit.ly/2uwkvh4","Central America","3"
"52910","Mediterranean","February 22, 2020","2020","Feb","1","","1","","","1","","Drowning","Body recovered 10 miles off Palma Bay, Palma de Mallorca, Spain","Última Hora","39.569600500000, 2.650160300000","Western Mediterranean","http://bit.ly/2VDgFOg, https://archive.ph/CBWTj","Uncategorized","3"
"52900","Europe","February 22, 2020","2020","Feb","2","","2","8","","","","Vehicle  accident","Near Gramsh, Albania","AP","40.863368361417, 20.185724642006","","http://bit.ly/2HOPdVL","Southern Europe","1"
"52904","US-Mexico Border","February 21, 2020","2020","Feb","1","","1","","","1","","Pressumed exposure","Unspecified location in Falfurrias, Brooks County, Texas","El Mañana","27.226987200000, -98.144171400000","Central America to US","https://bit.ly/393HIWX","Northern America","1"
"52899","South America","February 20, 2020","2020","Feb","1","","1","","","1","1","Sickness","Near Pamplona, Norte de Santander, Colombia","El Nacional","7.378230000000, -72.650336900000","","http://bit.ly/2Vj98nQ, http://bit.ly/2PiBpXR","South America","3"
"52903","US-Mexico Border","February 19, 2020","2020","Feb","1","","1","","","","","Unknown (skeletal remains)","Kingsville, Kleburg, Texas","El Mañana","27.515868900000, -97.856109000000","Central America to US","https://bit.ly/393HIWX","Northern America","1"
"53813","US-Mexico Border","February 18, 2020","2020","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.425385400000, -110.298735900000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54736","US-Mexico Border","February 18, 2020","2020","Feb","1","","1","","","1","","Unknown","El Ceibo, Tabasco, Mexico","Instituto Nacional de Migración (Grupos Beta)","17.266666900000, -91.000000100000","","","Central America","5"
"52895","Southeast Asia","February 18, 2020","2020","Feb","1","","1","12","1","","","Vehicle Accident","Ratthaphum-Hat Yai Road in Tambon Tha Chang of Bang Kham district, Thailand - travelling from the Cambodian border to Songkhla province in southern Thailand","Bangkok Post, Khmer Times","7.980647300000, 99.500614300000","","https://archive.ph/iIYrA, https://archive.ph/kOisY","South-eastern Asia","1"
"53784","US-Mexico Border","February 18, 2020","2020","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.151631900000, -112.349360300000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53783","US-Mexico Border","February 18, 2020","2020","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.331803200000, -112.524509300000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"52894","North Africa","February 17, 2020","2020","Feb","","14","14","14","","","2","Drowning","Off the coast of Dakhla, Morocco - en route to the Canary Islands, Spain","Alarm Phone, Caminando Fronteras","24.511272338990, -16.862474265116","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/L6dcR, https://archive.ph/OQBwC, https://archive.ph/Oe9nU","Uncategorized","4"
"52901","Europe","February 17, 2020","2020","Feb","1","","1","","","1","","Presumed exposure","Near Tetovo village of Vejce, North Macedonia","North Macedonian Ministry of the Interior","42.006911500000, 20.971526900000","Western Balkans","http://mvr.gov.mk/izvadok-od-dnevni-nastani/1773, https://bit.ly/2wJ7XDH","Southern Europe","5"
"53787","US-Mexico Border","February 15, 2020","2020","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.377021100000, -113.165430700000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53786","US-Mexico Border","February 15, 2020","2020","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.325149400000, -113.235480700000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53812","US-Mexico Border","February 15, 2020","2020","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53785","US-Mexico Border","February 15, 2020","2020","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53753","US-Mexico Border","February 15, 2020","2020","Feb","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53788","US-Mexico Border","February 15, 2020","2020","Feb","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"52911","Mediterranean","February 14, 2020","2020","Feb","5","13","18","","","5","","Drowning","Unknown location in the Central Mediterranean. Departed from Chetaibi, Annaba, Algeria. 4 bodies recovered on 27 February at Sidi Machrek and Cap Sirat beaches in Binzer, Tunisia amd one on 10 May at Mahdia, Tunisia.","IOM Algeria, IOM Tunisia, El Watan, El Khabar, Es-Salam Online","37.737329798464, 7.835872317188","Central Mediterranean","https://bit.ly/2uzKxQu, https://archive.vn/K1TFq, https://archive.vn/1hgYx, https://www.elwatan.com/regions/est/actu-est/guelma-des-harraga-portes-disparus-depuis-une-semaine-23-02-2020, https://archive.vn/8KNoO#selection-363.0-363.44","Uncategorized","4"
"52893","Mediterranean","February 14, 2020","2020","Feb","1","","1","","","1","","Presumed drowning","Remains recovered off the coast of Collo, west of Skikda, wilaya of Skikda, Algeria - departed from Mostaganem on 28 January en route to Spain","El Watan","37.059484353920, 6.618582917805","Western Mediterranean","https://archive.ph/rQGL6","Uncategorized","1"
"52883","Central America","February 11, 2020","2020","Feb","1","","1","7","","1","","Vehicle Accident","Federal highway La Tinaja-Cosoleacaque, Veracruz, Mexico","E-Consulta, El Sol de México","18.436161666740, -95.960317926108","","https://archive.ph/WnNpH, https://archive.ph/l07O3","Central America","3"
"54098","Middle East","February 11, 2020","2020","Feb","1","","1","","","1","","Drowning","Evros/Meriç River, Ipsala District, Turkey","Gendarmerie General Command Turkey via IOM Turkey","40.940477898638, 26.358107509766","","","Western Asia","5"
"52882","Southeast Asia","February 11, 2020","2020","Feb","21","44","65","71","12","3","","Drowning","Bay of Bengal, off the coast of Saint Martin's Island, Bangladesh","BBC, Reuters, UNHCR","20.627155726956, 92.341686188729","","https://archive.vn/jwFhz, https://bbc.in/39ppH55, http://bit.ly/2vuKyFm, https://archive.vn/8BtPj, https://archive.vn/Nqg1P","South-eastern Asia","4"
"54735","US-Mexico Border","February 11, 2020","2020","Feb","1","","1","","1","","1","Unknown","In a hospital in Chiapas, Mexico","Instituto Nacional de Migración (Grupos Beta)","16.756931800000, -93.129235300000","","","Central America","5"
"52898","Europe","February 10, 2020","2020","Feb","1","","1","","","1","","Unknown (decomposed remains)","Evros River, near Thourio, Greece","Athens Magazine","41.432732734770, 26.609532560693","","http://bit.ly/39XnxtR","Southern Europe","1"
"52881","US-Mexico Border","February 10, 2020","2020","Feb","3","","3","2","3","","","Hypothermia","Laguna mountains, near the Ewiiaapaayp Indian Reservation, San Diego County, California, USA","US Border Patrol, San Diego County Medical Examiner","32.840370753891, -116.414121312760","","https://archive.ph/h9you, https://archive.ph/X8qqK","Northern America","5"
"52887","US-Mexico Border","February 10, 2020","2020","Feb","1","","1","3","","1","","Vehicle Accident","Road near El Quemado, Maverick County, Texas, USA","Extra, El Mercurio","28.943172657006, -100.621777660710","","https://archive.ph/jcCOx, https://archive.ph/7qCCy","Northern America","3"
"52880","Mediterranean","February 09, 2020","2020","Feb","1","","1","","","","","Presumed drowning","Body recovered off the coast of Benabdelmalek Ramdane, near Mostaganem, Algeria","Réflexion","36.193033464956, 0.215419367276","Western Mediterranean","https://archive.ph/xKPTa","Uncategorized","1"
"52908","Mediterranean","February 09, 2020","2020","Feb","2","89","91","","","","","Presumed drowning","Unspecified location around 40km north of Garabulli, Libya. Two bodies were recovered near Dafiniya, near Zliten, Libya. ","Alarm Phone, IOM Libya, Associated Press","32.916163342657, 13.697440925781","Central Mediterranean","https://archive.ph/h2GoJ","Uncategorized","4"
"52876","Middle East","February 08, 2020","2020","Feb","7","5","12","","","","","Hypothermia","Mountain range in Çaldıran district, Van province, Turkey - near border with Iran","Europa Press, Hürriyet","39.142000000000, 43.913999900000","","https://archive.ph/CkQNl, https://archive.ph/O9vZ1, https://bit.ly/2xzZRh9","Western Asia","3"
"52875","Central America","February 08, 2020","2020","Feb","1","","1","","","1","","Fell from train","Train tracks in Sayula de Alemán, Veracruz, Mexico","Al Calor Político, Diario del Istmo","17.881233200000, -94.960746100000","","https://archive.ph/OBANv, https://archive.ph/8ZQGi","Central America","3"
"54734","US-Mexico Border","February 08, 2020","2020","Feb","1","","1","","1","","1","Unknown","In a hospital in Chiapas, Mexico","Instituto Nacional de Migración (Grupos Beta)","16.756931800000, -93.129235300000","","","Central America","5"
"52877","North Africa","February 08, 2020","2020","Feb","2","7","9","18","2","7","","Hypothermia, Dehydration, Drowning","800km south of El Hierro, Canary Islands, Spain","Caminando Fronteras, eldiario.es","25.377246148104, -18.573617406250","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/OXvgc, https://archive.ph/z3v18, https://archive.ph/6zYlG, https://archive.ph/OZcXw","Uncategorized","4"
"53781","US-Mexico Border","February 07, 2020","2020","Feb","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.725322100000, -112.005521300000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53780","US-Mexico Border","February 06, 2020","2020","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.331803200000, -112.524509300000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53779","US-Mexico Border","February 06, 2020","2020","Feb","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.331803200000, -112.524509300000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"52870","North Africa","February 06, 2020","2020","Feb","5","","5","11","","","","Vehicle  accident","Road in Sabha, southwest Libya","IOM Libya","27.036540600000, 14.429023600000","","http://archive.ph/y8xr3","Northern Africa","4"
"53991","South America","February 04, 2020","2020","Feb","1","","1","","1","","","Illness","Los Ángeles, Bío Bío, Chile","La Tribuna","-37.462915900000, -72.361225100000","","https://archive.ph/i542A","South America","1"
"53778","US-Mexico Border","February 04, 2020","2020","Feb","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53777","US-Mexico Border","February 04, 2020","2020","Feb","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"52879","Central America","February 04, 2020","2020","Feb","1","","1","","","1","","Fell from train","Train tracks near Comunidad Los Chinos, Salvador Alvarado, Sinaloa, Mexico","Luz Noticias, Línea Directa","25.525984979554, -108.166764309490","","https://archive.ph/DT5CN, https://archive.ph/gl5eP","Central America","3"
"52869","Central America","February 04, 2020","2020","Feb","1","","1","81","","","","Vehicle Accident","Federal Road 180, near San Andrés Tuxtla, Veracruz, Mexico","El Universal, Reuters","18.442725594876, -95.242973796818","","http://archive.ph/OE1so, http://archive.ph/QKltM","Central America","3"
"53782","US-Mexico Border","February 04, 2020","2020","Feb","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"52867","US-Mexico Border","February 03, 2020","2020","Feb","1","","1","","","1","","Drowning","Río Bravo, near Sullivan Sur, Díaz Ordaz, Tamaulipas, Mexico","Hoy Tamaulipas, El Mañana","26.233809546529, -98.579014675411","Central America to US","https://archive.ph/nftnG, https://archive.ph/MSNM2","Central America","3"
"54733","US-Mexico Border","February 03, 2020","2020","Feb","1","","1","","","","","Presumed drowning","Rio Bravo, Coahuila, Mexico","Instituto Nacional de Migración (Grupos Beta)","28.203119940220, -100.243553732030","","","Central America","5"
"53776","US-Mexico Border","February 03, 2020","2020","Feb","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.681146600000, -112.026135900000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"52868","US-Mexico Border","February 03, 2020","2020","Feb","2","","2","5","","2","","Drowning","Pacific Ocean, north of the Imperial Beach coast,  San Diego County, California, USA","US Border Patrol, San Diego County Medical Examiner","32.601402755432, -117.152776836690","Central America to US","http://archive.ph/0TZZs, http://archive.ph/qxkoO","Northern America","5"
"53911","North Africa","February 02, 2020","2020","Feb","2","","2","18","2","","","Presumed drowning","Plage Blanche, Guelmim, Morocco","Maroc Diplomatique, Le360.ma","28.992770368328, -10.600235179502","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/W27iF, https://archive.vn/aUrv2","Northern Africa","3"
"52861","Middle East","February 02, 2020","2020","Feb","1","","1","3","","1","","Hypothermia","Near Hacıbey stream, Derecik, Hakkâri province, Turkey - near border with Iraq","Milliyet, HaberTürk","37.072423000000, 44.324348000000","","http://archive.ph/vwaPD, http://archive.ph/3NwoT","Western Asia","3"
"52866","Mediterranean","February 01, 2020","2020","Feb","2","4","6","","","","","Drowning","Off the coast of Mostaganem, Algeria","Le Quotidien d'Oran, El Watan","35.975292033894, 0.026091453352","Western Mediterranean","https://archive.ph/q0F1z, https://archive.ph/QD0qV, https://archive.ph/FCa9H","Uncategorized","3"
"54097","Middle East","January 31, 2020","2020","Jan","2","","2","","","2","","Drowning","Remains recovered at the Immortality Island in the Evros/Meriç river, Meriç district, Turkey","Gendarmerie General Command Turkey via IOM Turkey","41.202950608726, 26.321371975098","","","Western Asia","5"
"52860","Central America","January 31, 2020","2020","Jan","1","","1","","","1","","Fell from train","Train tracks in an unspecified location in Mexico","Proceso Digital, La Prensa","23.634501000000, -102.552784000000","","http://archive.ph/W2reS, http://archive.ph/nIqEV","Central America","3"
"54096","Middle East","January 30, 2020","2020","Jan","1","","1","","","1","","Drowning","Evros/Meriç River, Ipsala District, Turkey","Gendarmerie General Command Turkey via IOM Turkey","40.999711147267, 26.362570705566","","","Western Asia","5"
"53775","US-Mexico Border","January 30, 2020","2020","Jan","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.695499500000, -112.008133900000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53774","US-Mexico Border","January 29, 2020","2020","Jan","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.071368500000, -112.159963900000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53773","US-Mexico Border","January 29, 2020","2020","Jan","1","","1","","","1","","Unknown (multiple blunt force injuries)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.637754200000, -111.453723500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"52823","South America","January 29, 2020","2020","Jan","1","","1","","","1","","Drowning","Playa El Murciélago de Manta, Manabí province, Ecuador","El Comercio, TVC","-0.939061285528, -80.711961950945","","http://archive.ph/9ojTn, http://archive.ph/y1EiJ","South America","3"
"53772","US-Mexico Border","January 29, 2020","2020","Jan","1","","1","","","1","","Unknown (multiple blunt force injuries)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.637754200000, -111.453723500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53870","US-Mexico Border","January 29, 2020","2020","Jan","1","","1","","","1","","Vehicle  accident","El Paso, Texas, USA","KFox14","31.761877800000, -106.485021700000","","https://archive.vn/QMT4D#selection-265.0-265.74, https://archive.vn/2Z68B","Northern America","3"
"52874","Central America","January 28, 2020","2020","Jan","1","","1","","","1","","Fell from train","Train tracks in Sayula de Alemán, Veracruz, Mexico","Formato Siete, Noreste","17.881233200000, -94.960746100000","","https://archive.ph/EhG06, https://archive.ph/gJGC8","Central America","3"
"52814","US-Mexico Border","January 28, 2020","2020","Jan","1","","1","","","1","","Drowning","Río Bravo, near Rancho Las Margaritas, Ejido San Isidro, Piedras Negras, Coahuila, Mexico","Zócalo, GMNoticias","28.878090172782, -100.599521771430","Central America to US","http://archive.ph/tKDR8, http://archive.ph/Ow3VG, https://archive.ph/dhq4S","Central America","3"
"53771","US-Mexico Border","January 28, 2020","2020","Jan","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.677081000000, -111.312063000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
